student_name,gender,grade,school_name,type,reading_score,math_score
Joseph Elliott,M,12th,Lopez High School,District,71,80
Melissa Johnson,F,9th,Lopez High School,District,81,68
Nicholas Rich,M,9th,Lopez High School,District,99,66
Angela Wise,F,12th,Lopez High School,District,82,99
Donna Fry,F,10th,Lopez High School,District,57,71
Nicholas Hughes,M,11th,Lopez High School,District,63,67
Dawn Schroeder,F,11th,Lopez High School,District,71,94
Michelle Lopez,F,11th,Lopez High School,District,68,82
Robert Green,M,9th,Lopez High School,District,89,64
Maria Miller,F,9th,Lopez High School,District,91,77
Jeffrey Shelton,M,12th,Lopez High School,District,71,94
Daniel Espinoza,M,9th,Lopez High School,District,69,82
Diana Osborne,F,10th,Lopez High School,District,61,71
Katie Sheppard,F,10th,Lopez High School,District,75,81
Joseph Cortez,M,11th,Lopez High School,District,77,81
Kathryn Gonzalez,F,11th,Lopez High School,District,81,77
April Cobb,F,10th,Lopez High School,District,90,96
Ann Brown,F,9th,Lopez High School,District,70,72
Kathy Gutierrez,F,10th,Lopez High School,District,74,91
Vanessa Rodriguez,F,11th,Lopez High School,District,99,81
Elizabeth Madden,F,9th,Lopez High School,District,77,96
Tommy Rose,M,11th,Lopez High School,District,76,68
Diane Brown,F,9th,Lopez High School,District,61,73
Shane Lopez,M,11th,Lopez High School,District,83,87
Julie Pope,F,9th,Lopez High School,District,69,79
Chelsea Cooper,F,12th,Lopez High School,District,56,96
Daniel Mendoza,M,9th,Lopez High School,District,55,73
Jessica Cox,F,10th,Lopez High School,District,98,99
Phillip Bennett,M,12th,Lopez High School,District,77,94
Victoria Morton,F,10th,Lopez High School,District,96,84
Thomas Thomas,M,11th,Lopez High School,District,84,95
Stanley Reynolds,M,9th,Lopez High School,District,63,70
Laurie Nelson,F,11th,Lopez High School,District,62,68
Christopher Miller,M,9th,Lopez High School,District,66,92
Paul Castro,M,10th,Lopez High School,District,58,77
Jacob Watson,M,10th,Lopez High School,District,83,87
Larry George,M,12th,Lopez High School,District,71,66
Madison Cole MD,F,10th,Lopez High School,District,75,87
Todd Murray,M,9th,Lopez High School,District,68,85
Amy Garner,F,9th,Lopez High School,District,72,97
Angelica Robertson,F,12th,Lopez High School,District,60,74
Robert Warner,M,10th,Lopez High School,District,92,81
Bill Lawson,M,12th,Lopez High School,District,81,72
Karen Price,F,9th,Lopez High School,District,80,66
Rebecca Wilson,F,10th,Lopez High School,District,71,72
Wayne Martin,M,10th,Lopez High School,District,90,74
Dawn Stevens,F,9th,Lopez High School,District,85,76
Jennifer Stark,F,12th,Lopez High School,District,71,79
Ruth Dennis,F,10th,Lopez High School,District,94,88
David Morales,M,9th,Lopez High School,District,65,66
Sierra Hansen,F,11th,Lopez High School,District,99,90
Shannon Smith,F,10th,Lopez High School,District,83,80
Joseph Curtis,M,12th,Lopez High School,District,99,94
William Jones,M,11th,Lopez High School,District,96,79
Glenda Rios,F,11th,Lopez High School,District,82,91
Scott Moore,M,9th,Lopez High School,District,82,74
Todd Haas,M,9th,Lopez High School,District,55,75
Victoria Harris,F,11th,Lopez High School,District,94,64
Christopher Nichols,M,9th,Lopez High School,District,80,80
Jonathan Eaton,M,12th,Lopez High School,District,95,81
Robert Hodge,M,9th,Lopez High School,District,80,67
Jason Boyer,M,11th,Lopez High School,District,99,77
Kathy Charles,F,11th,Lopez High School,District,55,97
Heather Wade,F,11th,Lopez High School,District,77,70
Lisa Schmidt,F,11th,Lopez High School,District,94,67
Scott Carrillo,M,12th,Lopez High School,District,68,65
Sharon Walsh,F,12th,Lopez High School,District,74,90
Miguel Patterson,M,11th,Lopez High School,District,65,81
Lauren Pena,F,12th,Lopez High School,District,65,69
Ross Anderson,M,9th,Lopez High School,District,65,90
Michelle Jones,F,11th,Lopez High School,District,65,72
Mary Robinson,F,9th,Lopez High School,District,87,74
Kelly Morales,F,9th,Lopez High School,District,91,95
Jason Torres,M,9th,Lopez High School,District,98,82
Andrew Gomez,M,11th,Lopez High School,District,93,64
Edward Sherman,M,9th,Lopez High School,District,66,99
Nicholas Arnold,M,12th,Lopez High School,District,77,75
Robin Smith,F,11th,Lopez High School,District,75,81
Dana Miller,F,10th,Lopez High School,District,93,76
Jose Jackson,M,9th,Lopez High School,District,89,96
Jeffrey Black,M,9th,Lopez High School,District,83,83
Richard Hardy,M,12th,Lopez High School,District,69,79
Robert Kemp,M,12th,Lopez High School,District,80,81
Julie Mullen,F,9th,Lopez High School,District,99,93
Anthony Deleon,M,9th,Lopez High School,District,55,88
David Allen,M,12th,Lopez High School,District,76,81
Joseph Martinez,M,10th,Lopez High School,District,94,94
Andrea Lee,F,10th,Lopez High School,District,92,91
Randy Chan,M,12th,Lopez High School,District,58,75
Taylor Snyder,F,11th,Lopez High School,District,72,70
Jared Robertson,M,9th,Lopez High School,District,64,72
Daniel Cross,M,9th,Lopez High School,District,64,72
John Stafford,M,10th,Lopez High School,District,59,82
Derek Tanner,M,10th,Lopez High School,District,61,65
Matthew Decker,M,10th,Lopez High School,District,86,96
Carly Leach,F,10th,Lopez High School,District,95,83
Michael Lester,M,12th,Lopez High School,District,59,76
Kyle Lewis,M,12th,Lopez High School,District,63,74
Rebecca Elliott,F,11th,Lopez High School,District,77,70
Daniel Williamson,M,9th,Lopez High School,District,92,95
Carrie Oconnor,F,11th,Lopez High School,District,87,92
Carlos Robinson,M,9th,Lopez High School,District,75,73
Erik Love,M,11th,Lopez High School,District,88,98
Justin Hernandez,M,9th,Lopez High School,District,86,76
Amy Lopez,F,11th,Lopez High School,District,71,80
James Sanders,M,9th,Lopez High School,District,86,85
Cory Velasquez,M,9th,Lopez High School,District,72,73
Brittney Mccall,F,12th,Lopez High School,District,60,64
Thomas Parsons,M,9th,Lopez High School,District,60,65
Catherine Carrillo,F,11th,Lopez High School,District,66,96
Jeffrey Mooney,M,10th,Lopez High School,District,83,69
Todd Gay,M,9th,Lopez High School,District,86,96
Amanda Cooper,F,12th,Lopez High School,District,74,96
Heather Schultz,F,11th,Lopez High School,District,80,92
Monica Spencer,F,11th,Lopez High School,District,61,79
Ryan Boyd,M,11th,Lopez High School,District,72,94
Paul Conley,M,9th,Lopez High School,District,84,72
Heidi Berger,F,11th,Lopez High School,District,72,85
Michael Mata,M,12th,Lopez High School,District,65,86
Manuel Watson,M,12th,Lopez High School,District,75,96
Valerie Leonard,F,12th,Lopez High School,District,71,91
Laura Sanchez,F,9th,Lopez High School,District,67,69
Jeremy Rodriguez,M,10th,Lopez High School,District,82,67
Travis Campbell,M,10th,Lopez High School,District,67,73
Christopher Humphrey,M,9th,Lopez High School,District,69,71
Brian Dixon,M,9th,Lopez High School,District,94,78
Kenneth Cruz,M,11th,Lopez High School,District,71,75
Jessica Cooper,F,10th,Lopez High School,District,60,70
Chris Gray,M,10th,Lopez High School,District,65,77
Seth Smith,M,10th,Lopez High School,District,66,87
Monica Clay,F,9th,Lopez High School,District,95,73
Ryan Barrett,M,11th,Lopez High School,District,89,88
Joshua Salazar,M,9th,Lopez High School,District,84,74
Melanie Roberts,F,9th,Lopez High School,District,89,73
Laura Thompson,F,11th,Lopez High School,District,70,98
Angela Johnson,F,12th,Lopez High School,District,64,95
Justin Wilkins,M,9th,Lopez High School,District,73,77
Jessica Brady,F,11th,Lopez High School,District,67,68
Mary Perry,F,11th,Lopez High School,District,66,81
Jack Gonzalez,M,9th,Lopez High School,District,96,88
James Garcia,M,11th,Lopez High School,District,79,76
Mary Hughes,F,10th,Lopez High School,District,76,96
Danielle Phillips,F,11th,Lopez High School,District,64,87
Richard Gill,M,9th,Lopez High School,District,79,88
Dylan Coleman,M,9th,Lopez High School,District,86,86
Michael Bond,M,10th,Lopez High School,District,78,75
Jonathan Clark,M,10th,Lopez High School,District,75,70
Justin Pearson,M,12th,Lopez High School,District,77,68
Jessica Carpenter,F,9th,Lopez High School,District,96,97
Jamie Blake,F,11th,Lopez High School,District,81,82
Pamela Novak,F,11th,Lopez High School,District,84,93
Caitlyn Peck,F,9th,Lopez High School,District,80,70
Ian Petersen,M,12th,Lopez High School,District,76,69
David Stuart,M,10th,Lopez High School,District,74,87
Vicki Mitchell,F,11th,Lopez High School,District,65,95
Eric Heath,M,12th,Lopez High School,District,81,66
Tyler Riley,M,10th,Lopez High School,District,81,87
David Walters,M,9th,Lopez High School,District,62,81
Tamara Perez,F,11th,Lopez High School,District,98,75
David Moss,M,10th,Lopez High School,District,58,89
Michael Hayden,M,10th,Lopez High School,District,95,74
Jenna Frederick,F,9th,Lopez High School,District,56,96
David Shaffer,M,12th,Lopez High School,District,81,70
Aaron Bartlett,M,11th,Lopez High School,District,93,86
Rebecca Davis,F,10th,Lopez High School,District,86,85
David Hunt,M,12th,Lopez High School,District,84,71
Thomas Joseph,M,11th,Lopez High School,District,92,67
Ann Thompson,F,10th,Lopez High School,District,92,93
Tonya Moore,F,11th,Lopez High School,District,85,85
Michelle Mcneil,F,12th,Lopez High School,District,84,84
Melissa Howard,F,10th,Lopez High School,District,70,76
Evan Boyd,M,10th,Lopez High School,District,63,89
Adam Ayala,M,12th,Lopez High School,District,55,87
Nicole Barber,F,12th,Lopez High School,District,84,92
Vincent Carter,M,9th,Lopez High School,District,66,72
Jonathan Palmer,M,10th,Lopez High School,District,69,94
Alison Moses,F,12th,Lopez High School,District,80,97
Rose Chapman,F,9th,Lopez High School,District,66,91
Denise Smith,F,9th,Lopez High School,District,62,69
Barry Brown,M,9th,Lopez High School,District,92,70
Kimberly Dyer,F,9th,Lopez High School,District,57,99
Mary Mills,F,12th,Lopez High School,District,90,77
Laurie Rice,F,11th,Lopez High School,District,61,92
Matthew Castillo,M,10th,Lopez High School,District,93,66
Gary Johnson,M,9th,Lopez High School,District,58,99
Tristan Rivera,M,11th,Lopez High School,District,99,68
Brendan Davis,M,10th,Lopez High School,District,71,71
Martin Williams,M,10th,Lopez High School,District,84,70
Lisa Conley,F,9th,Lopez High School,District,70,77
Elizabeth Rogers,F,10th,Lopez High School,District,93,78
Richard Collins,M,9th,Lopez High School,District,84,74
Joseph Cherry,M,10th,Lopez High School,District,79,74
Sarah Hamilton,F,11th,Lopez High School,District,63,75
Michele Stewart,F,9th,Lopez High School,District,86,67
Benjamin Ponce,M,9th,Lopez High School,District,75,94
Timothy Pace,M,11th,Lopez High School,District,84,74
Elizabeth Warner MD,F,10th,Lopez High School,District,74,87
Linda Harris,F,9th,Lopez High School,District,60,69
Robert Willis,M,10th,Lopez High School,District,94,72
David Jones,M,9th,Lopez High School,District,74,93
Brianna Edwards,F,9th,Lopez High School,District,68,93
Sandra Paul,F,9th,Lopez High School,District,56,93
Rita Melton,F,9th,Lopez High School,District,59,99
Mr. Ryan Dodson,M,10th,Lopez High School,District,94,66
Alexis Mendez,F,9th,Lopez High School,District,80,98
Sandra Alexander,F,11th,Lopez High School,District,55,76
Gina Bauer,F,10th,Lopez High School,District,95,66
Mr. Joshua Pierce,M,9th,Lopez High School,District,72,97
Mark Mcdonald,M,11th,Lopez High School,District,68,85
Tara Howard,F,12th,Lopez High School,District,68,84
James Hughes,M,9th,Lopez High School,District,89,92
Glenn Powers,M,11th,Lopez High School,District,86,83
Ricardo Hobbs,M,10th,Lopez High School,District,63,65
Laura Rodriguez,F,9th,Lopez High School,District,97,98
Desiree Proctor,F,9th,Lopez High School,District,67,65
Denise Perez,F,12th,Lopez High School,District,79,91
Christopher Douglas,M,10th,Lopez High School,District,57,65
Rebecca Brewer,F,11th,Lopez High School,District,60,75
Donald Johnson,M,10th,Lopez High School,District,63,80
Cynthia Lee,F,9th,Lopez High School,District,79,85
Ms. Sarah Smith DDS,F,10th,Lopez High School,District,87,94
Timothy Holmes,M,12th,Lopez High School,District,63,68
Daniel Williams,M,11th,Lopez High School,District,72,87
Allison Burnett,F,10th,Lopez High School,District,92,86
Charles Horton,M,10th,Lopez High School,District,85,69
Mariah Clark,F,12th,Lopez High School,District,64,88
Rebecca Caldwell,F,12th,Lopez High School,District,72,90
Andrea Sims,F,9th,Lopez High School,District,72,96
Alexander Morgan,M,10th,Lopez High School,District,93,85
Matthew Lopez,M,11th,Lopez High School,District,87,93
Frank Dominguez,M,12th,Lopez High School,District,69,64
Mary Townsend,F,9th,Lopez High School,District,91,67
John Griffin,M,9th,Lopez High School,District,77,88
Angela Duncan,F,9th,Lopez High School,District,70,74
Taylor Good,F,10th,Lopez High School,District,83,67
Tracey Gilbert,F,9th,Lopez High School,District,64,93
John Price,M,11th,Lopez High School,District,85,79
Leslie Kelley,F,11th,Lopez High School,District,59,93
Scott Reyes,M,10th,Lopez High School,District,57,91
Suzanne Morales,F,9th,Lopez High School,District,84,72
Brenda Hill,F,10th,Lopez High School,District,83,84
Shawn Pacheco,M,10th,Lopez High School,District,68,97
Amanda Vega,F,10th,Lopez High School,District,62,87
William Silva PhD,M,9th,Lopez High School,District,64,96
Ryan Best,M,10th,Lopez High School,District,62,75
Laura Walker,F,9th,Lopez High School,District,64,95
Marcus Vargas,M,12th,Lopez High School,District,73,75
Julie Robertson,F,12th,Lopez High School,District,62,99
Jason Martinez,M,10th,Lopez High School,District,75,70
Robert Gibson,M,11th,Lopez High School,District,93,94
Noah Sims,M,9th,Lopez High School,District,92,85
Anthony Stanley,M,11th,Lopez High School,District,84,65
Daniel Lowe,M,11th,Lopez High School,District,58,93
Megan Lopez,F,12th,Lopez High School,District,74,66
Jordan Hammond,M,9th,Lopez High School,District,64,84
James White,M,10th,Lopez High School,District,94,98
Patricia Matthews,F,9th,Lopez High School,District,72,69
Michelle Smith,F,12th,Lopez High School,District,83,77
John Jackson,M,10th,Lopez High School,District,83,67
Amy Andersen,F,12th,Lopez High School,District,59,75
Matthew Wong,M,10th,Lopez High School,District,84,97
Wendy Johnson,F,9th,Lopez High School,District,89,84
Monica Lyons,F,9th,Lopez High School,District,78,68
Melanie Mayer,F,10th,Lopez High School,District,61,81
Nicole Brooks,F,11th,Lopez High School,District,96,97
James Watson,M,10th,Lopez High School,District,87,81
William Hunt,M,9th,Lopez High School,District,73,76
David Cortez,M,10th,Lopez High School,District,64,65
Ashlee Garcia,F,12th,Lopez High School,District,83,78
Joseph Rogers,M,11th,Lopez High School,District,63,80
Sharon Walker,F,10th,Lopez High School,District,57,66
Cynthia Anderson,F,10th,Lopez High School,District,96,82
Melissa Roberts,F,9th,Lopez High School,District,85,77
Martha Taylor,F,9th,Lopez High School,District,61,87
Lori Hobbs,F,10th,Lopez High School,District,85,66
Caitlyn Jones,F,10th,Lopez High School,District,77,71
Courtney Solis,F,10th,Lopez High School,District,76,67
Heather Walker,F,9th,Lopez High School,District,90,77
Christopher Nelson,M,10th,Lopez High School,District,86,65
Annette Miller,F,9th,Lopez High School,District,99,99
Kelly Rivera,F,9th,Lopez High School,District,80,79
James Dixon,M,10th,Lopez High School,District,79,79
Paul Barry,M,12th,Lopez High School,District,95,68
Thomas Gomez,M,11th,Lopez High School,District,75,69
George Johnson,M,10th,Lopez High School,District,57,80
Brittany Thompson,F,10th,Lopez High School,District,77,76
Nicholas Francis,M,11th,Lopez High School,District,95,70
Matthew Underwood,M,10th,Lopez High School,District,86,76
Tabitha Zimmerman,F,12th,Lopez High School,District,74,66
David Jimenez,M,10th,Lopez High School,District,64,76
Jeffrey Wilson,M,9th,Lopez High School,District,85,86
Jesse Miller,M,11th,Lopez High School,District,75,75
Jennifer Gill,F,11th,Lopez High School,District,83,88
Vincent Olson,M,12th,Lopez High School,District,78,74
Kimberly Smith,F,9th,Lopez High School,District,79,90
Aaron Cabrera,M,10th,Lopez High School,District,94,72
Donna Juarez,F,11th,Lopez High School,District,97,68
Tim Wilson,M,11th,Lopez High School,District,74,73
James Gillespie,M,11th,Lopez High School,District,96,91
Chase Long,M,11th,Lopez High School,District,68,73
Allison Mccarthy,F,11th,Lopez High School,District,92,94
John Davis,M,9th,Lopez High School,District,99,84
Dr. Nicholas Terrell,M,12th,Lopez High School,District,59,67
Elizabeth Mitchell,F,11th,Lopez High School,District,79,88
Seth Jones,M,10th,Lopez High School,District,75,93
Joseph Raymond,M,9th,Lopez High School,District,72,91
Ryan Simpson II,M,9th,Lopez High School,District,69,64
